31.4089936745,6290,8.29862731211
31.0276909522,6322,89.2494796604
37.9784443082,7285,67.5250228695
40.6856356668,7613,79.0571790064
41.3093851939,7894,92.7115751881
52.1247476917,6950,17.7574744754
45.3724473945,6346,24.3008896599
38.1054775209,6907,25.8881977262
43.6830141026,7717,55.3667002647
43.7334637423,6527,79.169285327
35.5383127968,7790,68.9082173165
35.7431755062,6426,65.7179505067
52.6310464507,8082,40.2593720034
36.9483197895,6785,74.3115471986
53.468358534,6806,73.6670840866
56.8934618197,7866,76.8975362882
43.9419106795,7497,30.055820229
46.1721026139,7875,50.6824037207
58.2754858626,6885,31.7988532437
35.6723192018,6158,9.56404943872
56.5230935421,7812,78.4565643554
42.2911193481,7015,33.6689395815
41.3616650381,6673,77.981701828
42.504609705,7263,75.9867124846
34.3407776067,6293,95.4852138424
50.0432990378,7284,39.004913243
47.1085475604,6334,21.981310491
40.0452212394,7930,82.6807793668
58.2216975079,7336,48.0066908711
49.7766565908,6701,31.0148932735
31.1591046291,7756,83.0093099211
53.2862904716,8222,30.1046327131
35.8939333178,7530,29.169076168
35.5581495859,6117,14.3633639707
35.191461806,8234,30.9924916819
48.4479118624,8011,74.3579648431
48.1628352091,6360,13.3249861972
47.8563479879,7440,65.4337452675
56.1645595858,6849,22.8912714181
50.0514599922,6362,63.1278533083
48.1429812129,6562,54.60389069
39.1534910494,7592,31.2884941971
51.7685371996,7980,45.0204600609
38.8960480594,8212,66.4658089747
55.4075991507,6547,17.5783628918
59.5946311932,7851,70.4427975851
37.8692092396,7584,89.396446017
33.9592181055,5985,80.2639378411
59.5699863018,8146,53.0923874987
54.7128313123,8094,14.6679784327
43.3201133558,7054,10.7728381208
33.4520644815,6791,87.5981212798
51.5299661755,6659,33.4625307611
44.9735815623,6022,78.7543304275
50.720317938,6426,43.2321999814
53.7703468438,6901,81.0155811936
34.9094725182,6775,41.5009168221
55.6418104924,5970,12.8735637828
38.1157069036,7286,91.8441951525
35.952015391,6023,37.9913588244
32.0393129044,7844,68.245334045
57.0338211812,6112,38.8795588235
54.046074684,7829,52.6647214867
32.206817232,8226,63.2471974081
41.473382072,8210,79.9145881674
37.7029548135,7656,37.3270782523
37.147568497,7881,48.8907870879
56.9016026116,7044,86.1134877569
55.5492102879,6175,61.6515639027
42.3067691485,6786,5.7925988376
52.7349456651,6118,34.3256670615
47.3063431888,6023,55.2987372107
56.3244279811,6961,32.7345082687
30.2561731215,6225,52.3171488667
59.3528866591,6965,15.8181458758
44.264573846,7622,58.1747833246
50.3201218548,7875,15.9651256916
55.5231744707,8265,4.39476823736
48.5595739325,8203,28.4842404057
58.5420943129,6430,33.4004868158
33.036202726,6972,28.7438764384
31.0361246787,7139,90.611629278
42.8700037967,7751,31.255941243
46.071016617,7769,85.1339755278
51.0782123914,5973,72.3438451839
35.0941371752,6977,16.9554746422
54.4488782727,6854,48.4876851135
37.7913680192,6523,91.1586980923
56.1750109314,7048,46.5200447797
31.0688371324,7491,8.57002043917
57.3594220747,7663,95.9332304315
37.8450769646,7876,24.3349670939
42.2679725052,6036,40.8718306796
49.1553636074,6930,64.3510971369
44.7379191365,8307,29.3300721067
41.9952214733,7518,35.8264964349
35.7484387303,8045,38.4385535945
45.332140544,6217,16.2491623115
32.2442407631,6197,4.72377846892
36.7144644283,6583,55.7482628949
49.854854285,6195,55.1121916811
30.7746086006,7995,89.5751684088
52.0082170467,7865,28.7338134133
58.4692546476,7609,44.0127257005
54.738345331,6211,16.6727909788
41.9048002527,7316,85.6647683258
41.3641874393,7126,33.9397767554
58.0758528395,8270,60.4114503302
59.1977593238,7612,74.2067049904
39.4652290517,6523,16.3242230397
39.9509652987,7924,6.56016168411
58.2243367723,8169,7.40668341628
58.269716179,5960,66.632624969
49.0822713345,7415,74.3896476759
47.5463662039,8195,67.2174173653
46.0497566759,6300,8.083654665
32.0456872348,7952,21.0661133342
44.449745412,7005,9.27820386592
50.2052907273,6342,85.7586178796
52.5791482261,7570,52.0355431531
33.4559509695,7960,21.9331727574
46.6250236066,6787,28.2917454297
58.413570247,6436,39.540226323
44.7687658794,8026,68.5407376358
31.1747366709,7902,6.64440974363
